valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo,emotion
0.814,2020,0.179,"['Daddy Yankee', 'J Alvarez']",0.633,220547,0.749,0,5bN1DJwekqUil0lpTgLRY4,0,1,0.0783,-4.962,0,El Amante,2,0.0961,179.872,
0.491,2020,0.116,['Daddy Yankee'],0.75,215960,0.958,0,5io0Z3WcQkBNtmENmGpLtf,0,1,0.723,-2.802,0,Tu Principe - Live,2,0.123,94.002,
0.534,2020,0.0358,['Daddy Yankee'],0.687,189040,0.806,1,5zimmjakeFvJNpcJ1ecFQh,5.83E-06,1,0.0569,-6.019,0,Rompe,3,0.0549,176.064,
0.639,2020,0.0462,['Daddy Yankee'],0.639,197053,0.943,0,6crukahhVLgiHBE1xI4Rnl,0,5,0.141,-3.542,1,La Nueva Y La Ex,4,0.136,198.051,
0.922,2020,0.0754,['Daddy Yankee'],0.805,224800,0.878,0,6nfxBEOuWbbWjegwZU4qkr,0.00329,7,0.0656,-3.826,1,Limbo,0,0.0864,124.994,
0.922,2020,0.0754,['Daddy Yankee'],0.805,224800,0.878,0,6scJceAHP5yQJLUWY1USgI,0.00329,7,0.0656,-3.826,1,Limbo,3,0.0864,124.994,
0.814,2020,0.179,"['Daddy Yankee', 'J Alvarez']",0.633,220547,0.749,0,77VWo9X2AvQdM0MepvIuXK,0,1,0.0783,-4.962,0,El Amante,2,0.0961,179.872,
0.887,2020,0.169,['Bad Bunny'],0.86,175918,0.791,0,4r9jkMEnArtWGH2rL2FZl0,0.000106,0,0.106,-4.784,1,A Tu Merced,82,0.0568,92.023,
0.615,2020,0.747,['StaySolidRocky'],0.73,147800,0.439,0,3IJYUaN3tx04S4TYyZHKoP,0,6,0.0988,-9.864,0,Party Girl,78,0.0609,130.09,
0.531,2020,0.44,['Glass Animals'],0.761,238805,0.525,0,6CDzDgIUqeDY5g8ujExx2f,6.70E-06,11,0.0921,-6.9,1,Heat Waves,78,0.0944,80.87,
0.344,2020,0.0282,['Machine Gun Kelly'],0.691,143901,0.77,1,3k0YJnqMKRZb8swo86vCkq,0,7,0.497,-4.578,0,drunk face,75,0.0367,90.024,
0.543,2020,0.531,['Anuel AA'],0.677,208453,0.651,1,6cyH3OGfKQBevSYxJFIUCx,3.80E-05,5,0.0956,-5.7,0,El Problema,72,0.0559,171.893,
0.556,2020,0.427,"['Sech', 'J Balvin']",0.665,216747,0.697,0,5zj8WNkBrEzlI5FKeYV4ol,1.39E-05,9,0.599,-4.819,0,La Luz,86,0.154,94.053,
0.187,2020,0.231,['Halsey'],0.667,181806,0.583,0,2ufmtcIFdFpuUYBPXK5f67,4.48E-05,11,0.181,-5.127,0,Graveyard,77,0.0747,92.043,
0.698,2020,0.0413,"['Rauw Alejandro', 'Camilo']",0.848,222680,0.637,0,4ZRrLHqzhGRXYj2qcB4s5S,0,9,0.0521,-5.132,1,Tattoo - Remix with Camilo,90,0.156,96.988,
0.286,2020,0.809,['Brent Faiyaz'],0.549,180304,0.242,1,0zWbYGQq5O1KQd0iqzgjP6,8.10E-05,5,0.127,-11.692,1,Rehab (Winter In Paris),74,0.038,144.211,
0.452,2020,0.0118,['CORPSE'],0.561,119432,0.964,1,04bEhujOxzNrXeideMtFuR,3.78E-06,1,0.875,-6.593,1,Never Satisfied,75,0.522,160.088,
0.454,2020,0.323,['Claire Rosinkranz'],0.817,129241,0.635,0,04F42oEuKrRComYJfJuyVR,0,5,0.0738,-7.246,1,Backyard Boy,78,0.163,138.015,
0.287,2020,0.0398,['J. Cole'],0.61,304640,0.569,1,0FlfN5cbUUpIHCRH8X1M44,0,10,0.337,-9.447,0,The Climb Back,74,0.345,81.409,
0.0663,2020,0.248,['Don Toliver'],0.747,158709,0.497,0,0Li1OuXXfi7950ilZUFGkF,0,4,0.138,-6.542,0,Cardigan,75,0.0401,142.046,
0.52,2020,0.0597,['Oliver Tree'],0.792,164313,0.576,1,3BIIJgBJJ7NhhCv4MI6n7w,0,1,0.186,-7.046,1,Alien Boy,75,0.132,130.135,
0.111,2020,0.806,['Taylor Swift'],0.456,255894,0.263,0,1MgV7FIyNxIG7WzMRJV5HC,0,0,0.0749,-10.63,1,my tears ricochet,76,0.0332,129.86,
0.713,2020,0.000895,['Sam Grow'],0.57,180891,0.767,0,5gRsliQqZLc4tv688SE3wB,1.18E-05,10,0.097,-4.287,1,Song About You,72,0.0331,110.995,
0.716,2020,0.191,['MisterWives'],0.558,213547,0.889,0,2HvtedoEeymVWrBPyAMNwZ,0.000387,8,0.328,-3.945,1,SUPERBLOOM,75,0.102,170.102,
0.684,2020,0.0587,"['Anuel AA', 'Tego Calderon']",0.713,261500,0.77,1,2WzUy86kPLYRLRwLtinZ1x,0.000501,4,0.339,-4.779,0,Rifles Rusos,72,0.101,87.969,
0.656,2020,0.285,"['Daddy Yankee', 'Anuel AA', 'Kendo Kaponi']",0.838,275893,0.819,1,3kml9ZdpT7UYk1ugkjqOzt,6.30E-05,5,0.224,-4.681,0,Don Don,86,0.211,105.027,
0.439,2020,0.041,"['21 Savage', 'Metro Boomin']",0.697,202420,0.709,1,4V9ynsDPwHtdItksqjuRu0,0.000296,11,0.0886,-6.642,0,Brand New Draco,73,0.298,155.023,
0.738,2020,0.0969,['Luke Bryan'],0.641,193427,0.842,0,6NhS5LwYbJ6xD7BGvlWRJO,0,9,0.169,-4.872,1,One Margarita,72,0.0464,89.997,
0.679,2020,0.0123,['Dua Lipa'],0.793,183290,0.793,0,3PfIrDoz19wz7qK7tYeu62,0,11,0.0951,-4.521,0,Don't Start Now,84,0.083,123.95,
0.348,2020,0.0056,"['Travis Scott', 'Future', 'Young Thug', 'M.I.A.']",0.859,207394,0.77,1,6qUabsNxudatEFedWGHoDh,0,8,0.0731,-5.358,0,"FRANCHISE (feat. Future, Young Thug & M.I.A.) - REMIX",76,0.345,155.025,
0.18,2020,0.113,['H.E.R.'],0.646,223415,0.696,0,0KS2h61pHQ4WmOwruD7uxD,0,1,0.115,-6.505,1,Damage,75,0.065,81.336,
0.376,2020,0.45,['Anuel AA'],0.682,257018,0.548,1,3QNh1pSglpiumBHtU8XnQe,0,7,0.088,-6.375,1,Estrés Postraumático,71,0.116,92.073,
0.845,2020,0.289,['Drake'],0.83,247059,0.49,1,466cKvZn1j45IpxDdYZqdA,3.04E-06,1,0.113,-8.82,0,Toosie Slide,80,0.209,81.604,
0.378,2020,0.699,['Anuel AA'],0.489,189000,0.498,0,6GzxGKBC3r73KqdOBHHVYk,0,11,0.0796,-7.192,0,¿Los Hombres No Lloran?,71,0.0395,79.949,
0.593,2020,0.301,['Kenny Chesney'],0.715,168733,0.665,0,2v08cjj3Th8RpfJgluECcj,0,6,0.123,-5.486,1,Happy Does,72,0.0381,109.019,
0.755,2020,0.62,"['NLE Choppa', 'Big Sean']",0.681,210057,0.791,1,1QOxaQ0QruusmKZk5G3sot,1.97E-06,1,0.106,-6.292,0,Moonlight (feat. Big Sean),74,0.131,147.961,
0.522,2020,0.698,['Anuel AA'],0.815,230945,0.665,1,2L6YJ2mSyqStxQX4OjUOon,0,0,0.121,-4.348,0,Tocándote,72,0.164,96.229,
0.0503,2020,0.624,['Joji'],0.785,163759,0.818,0,6Vgtvd7I5yopJdBuxqjBd2,0.149,7,0.149,-8.711,1,Your Man,78,0.099,117.98,
0.428,2020,0.34,['Anuel AA'],0.766,268085,0.545,1,4HKYplESyMVVTmORSeQg8S,0,9,0.1,-5.195,1,Nubes Negras,71,0.0737,94.07,
0.597,2020,0.188,"['Russ', 'BIA']",0.846,160720,0.748,1,0xKBkLcF71uUQeTA7FSu4A,0,5,0.093,-3.512,0,BEST ON EARTH (feat. BIA) - Bonus,74,0.078,90.006,
0.537,2020,0.067,"['Future', 'Drake']",0.795,237918,0.574,1,1K5KBOgreBi5fkEHvg5ap3,0,2,0.15,-6.903,0,Life Is Good (feat. Drake),78,0.487,142.053,
0.463,2020,0.119,['jxdn'],0.554,160120,0.8,1,4GUj9MfPPkjpZskxb45uiX,0,8,0.629,-3.936,1,Angels & Demons,77,0.0395,115.056,
0.299,2020,0.952,"['NF', 'Mikayla Sippel']",0.498,181714,0.0942,0,4f80SteKqaB6M2JytEUrwT,0,1,0.13,-18.713,1,Chasing_(Demo),76,0.126,139.218,
0.201,2020,0.774,['Anuel AA'],0.464,235053,0.487,0,4FDPuFJTMXyNtEd14Ca8R9,0,8,0.122,-5.698,1,Mi Vieja,71,0.0667,86.32,
0.532,2020,0.0173,"['Juice WRLD', 'Marshmello']",0.625,205485,0.811,1,4Lxseh0wN7N0ljiOh8KwbU,0,0,0.16,-5.183,1,Come & Go (with Marshmello),77,0.0659,144.994,
0.806,2020,0.277,"['Wiz Khalifa', 'Empire of the Sun']",0.817,234334,0.775,1,4wqzOaLxiCRy2Et8tRyNSX,0,10,0.108,-4.767,0,The Thrill,72,0.108,126.984,
0.554,2020,0.585,['Sara Kays'],0.679,227186,0.61,0,1nYzjrdVQ8RpF93M0jPFW7,9.51E-05,7,0.156,-10.936,0,Remember That Night?,76,0.0305,123.978,
0.154,2020,0.31,['Maroon 5'],0.486,211254,0.567,0,3kwgqoBqTwoAH4nT29TYrq,0,1,0.0949,-6.456,1,Nobody's Love,80,0.0379,93.68,
0.89,2020,0.0165,['Justin Quiles'],0.807,185840,0.656,1,3GtnId3Cm1Xa6joCj08nzW,0,3,0.0693,-4.395,0,Jeans,91,0.105,83.943,
0.678,2020,0.482,"['Lauv', 'Anne-Marie']",0.806,198973,0.558,1,09PGubKAMryhOWv1LHpCYz,0,9,0.0618,-6.46,1,"fuck, i'm lonely (with Anne-Marie)",79,0.0683,95.016,
0.713,2020,0.00261,['Demi Lovato'],0.664,203672,0.561,1,2IHLaN6wwYKQ3S24NsQqpA,0,6,0.0764,-7.031,1,I Love Me,77,0.0495,150.093,
0.239,2020,0.0301,['Niall Horan'],0.443,193090,0.582,0,7rpNuuoMbid56XkDsx2FjE,0,2,0.127,-6.02,1,Black And White,80,0.0482,147.589,
0.41,2020,0.433,"['Sub Urban', 'REI AMI']",0.619,194000,0.45,0,5jkbw3FDS3bSSb4oLKYbjf,0,7,0.513,-11.965,0,Freak (feat. REI AMI),78,0.515,179.755,
0.489,2020,0.0582,['Lil Uzi Vert'],0.719,212354,0.611,1,5raTDhlbxFDnpn89bxArdH,0,7,0.155,-5.01,0,That Way,73,0.0403,129.962,
0.364,2020,0.0652,"['21 Savage', 'Metro Boomin']",0.831,181716,0.532,1,42Tohunwlh34o0mgxYx5iq,0,0,0.464,-5.319,0,My Dawg,74,0.301,140.105,
0.564,2020,0.0599,['iann dior'],0.706,126444,0.76,1,6CN7FuZ7o1xle9TNxApGeQ,1.46E-06,8,0.202,-4.702,1,Holding On,72,0.0369,95.499,
0.508,2020,0.389,['Mac Miller'],0.742,209440,0.553,1,2hwOoMtWPtTSSn6WHV7Vp5,0,8,0.0694,-8.98,1,Blue World,75,0.419,84.931,
0.717,2020,0.0215,"['K/DA', '(G)I-DLE', 'Wolftyla', 'Bea Miller', 'League of Legends']",0.676,162600,0.857,0,2V4Fx72svQRxrFvNT1eq5f,0,10,0.254,-4.368,0,THE BADDEST,81,0.0438,149.981,
0.745,2020,0.0264,"['Diplo', 'Thomas Rhett', 'Young Thug']",0.73,170158,0.792,0,6wXgnhpmOPEJ7cUweSyy2B,0,6,0.101,-5.33,0,Dance with Me (feat. Thomas Rhett & Young Thug),76,0.13,99.039,
0.555,2020,0.0973,['Kenndog'],0.956,140063,0.578,1,5lNsNowjCKqgafSWE7Ie2Z,0,0,0.0803,-9.546,0,Drip Like ME,75,0.231,103.981,
0.338,2020,0.0129,"['Bryson Tiller', 'Drake']",0.714,198822,0.582,0,4SCnCPOUOUXUmCX2uHb3r7,0,5,0.0774,-7.272,0,Outta Time (feat. Drake),76,0.0808,92.819,
0.0354,2020,0.112,['Porky Slim'],0.593,64459,0.312,0,2ShRJbppDksFugwquBFyjx,0.0856,2,0.153,-12.735,1,Space Legend,73,0.0405,109.9,
0.306,2020,0.0232,"['K/DA', 'Madison Beer', 'Kim Petras', 'League of Legends']",0.653,199125,0.634,0,3QSjVPObHxuAJc3E5nrjRn,0,5,0.0908,-5.875,0,VILLAIN,80,0.0391,160.013,
0.495,2020,0.326,['Bazzi'],0.716,160465,0.563,1,5RsKelNxucrDxgMbZ3vd3W,0,3,0.119,-5.486,1,Young & Alive,75,0.0425,86.005,
0.491,2020,0.0656,"['Beatking', 'Queendome Come']",0.912,151520,0.568,1,2Xoc4gqPbBa3QHKpBLJ5l8,0.000105,2,0.0521,-6.107,1,Then Leave (feat. Queendome Come),74,0.476,140.968,
0.319,2020,0.216,['Luke Combs'],0.567,190720,0.726,0,0jcZ1uIHmvh6Is9T6hXOUk,0,6,0.12,-4.705,1,The Other Guy,71,0.0309,141.92,
0.452,2020,0.0799,['Madison Beer'],0.705,207734,0.707,0,7LjEQ8GsQiUNVakV6TZI0e,0,0,0.149,-5.174,1,Baby,79,0.0534,117.974,
0.72,2020,0.186,"['Ozuna', 'Camilo']",0.734,224187,0.775,0,0JAZWvvqttGFm4UMDsPQXC,0.000542,8,0.123,-3.855,1,Despeinada,88,0.0614,166.039,
0.761,2020,0.376,"['Bankrol Hayden', 'Luh Kel']",0.889,131853,0.483,1,49O5AqdaIGmnfz2d8TXL7Z,0,8,0.088,-10.332,1,Brothers (feat. Luh Kel),74,0.227,120.995,
0.543,2020,0.132,"['Bad Bunny', 'Mora']",0.55,232496,0.598,1,5J7teKIJGtqVypgYI6sqXj,2.58E-06,11,0.0955,-5.402,0,Una Vez,80,0.0831,83.836,
0.192,2020,0.398,"['Joji', 'BENEE']",0.668,194871,0.547,0,6zvqq50PL7io0rprbkrYc9,0.0766,1,0.0931,-8.024,1,Afterthought,75,0.0353,83.5,
0.528,2020,0.0525,['HARDY'],0.639,217802,0.843,0,5nra2uQhiaYKKpemgiDNC3,0,11,0.0854,-4.975,1,GIVE HEAVEN SOME HELL,71,0.0362,126.047,
0.393,2020,0.0264,['6ix9ine'],0.611,132303,0.688,1,4NhDYoQTYCdWHTvlbGVgwo,0,1,0.251,-5.688,1,GOOBA,80,0.341,178.462,
0.825,2020,0.00663,['blackbear'],0.717,171172,0.712,1,1HKl3RJInVzf5ObVnM644j,0,0,0.0756,-6.098,1,queen of broken hearts,76,0.0765,97.019,
0.676,2020,0.47,['YoungBoy Never Broke Again'],0.819,164650,0.738,1,1jWHtG4UXwH7JkEGY559Pa,0,1,0.117,-5.159,0,Drug Addiction,71,0.186,139.957,
0.318,2020,0.452,['Chris Stapleton'],0.638,240413,0.538,0,3K07bGe8iljQ3mOKArHLDo,0.000415,10,0.0695,-8.445,1,Starting Over,70,0.0315,89.124,
0.764,2020,0.671,['347aidan'],0.98,180139,0.413,0,6Pgmqg15yVexuOgtzuxwoX,7.95E-05,8,0.17,-11.052,0,Dancing in My Room,77,0.101,119.993,
0.758,2020,0.131,['Rod Wave'],0.681,173923,0.572,1,16UIEoHFNZB9hzTvDO7m8m,0,11,0.181,-10.441,0,Letter From Houston,70,0.0708,156.066,
0.17,2020,0.0145,"['H.E.R.', 'A Boogie Wit da Hoodie', 'Chris Brown', 'Pop Smoke']",0.815,296011,0.513,0,6MO2bfLHKykUgCChFdw91H,0.000102,1,0.14,-8.363,1,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown)",76,0.244,96.982,
0.459,2020,0.0494,['JVKE'],0.88,114500,0.501,0,614OkajfRPH8V0ugNQnduP,0.0695,2,0.436,-6.774,1,Upside Down,79,0.062,120.038,
0.586,2020,0.022,['NLE Choppa'],0.452,221053,0.748,1,2MBjMrecld1TgdzCSVouEW,0,10,0.0422,-7.858,0,Bryson,73,0.302,173.722,
0.224,2020,0.495,"['Ashe', 'Niall Horan']",0.599,198515,0.374,1,2NWVdwbd2hPIzC2lyf4y63,0,10,0.221,-8.896,1,Moral of the Story (feat. Niall Horan),78,0.0385,119.9,
0.6,2020,0.512,['2KBABY'],0.686,105600,0.362,1,3k0LQivRnB690bkznEXI1E,0,2,0.168,-12.042,1,Old Streets,72,0.617,126.7,
0.165,2020,0.36,['Ariana Grande'],0.474,201882,0.533,0,1bj8x3ERN9gSc2NfJIpc76,0,0,0.101,-5.648,0,pov,76,0.0559,131.762,
0.495,2020,0.447,"['Yandel', 'Bad Bunny']",0.75,209180,0.741,1,3pm4XtcsRIFFtH2UErk62R,0,9,0.121,-4.43,1,CANCIÓN CON YANDEL,80,0.402,79.968,
0.218,2020,0.171,['Ella Mai'],0.499,217801,0.612,0,5XqDJFVCyRTm5J7cIfRmR1,4.99E-05,4,0.0993,-5.947,0,Not Another Love Song,74,0.127,157.218,
0.383,2020,0.587,['Avenue Beat'],0.702,181852,0.597,1,7opTGnWVJcm1e5mWWOldpg,3.62E-06,2,0.112,-7.067,1,F2020,74,0.207,85.016,
0.807,2020,0.448,"['Anitta', 'Myke Towers', 'Cardi B']",0.91,180788,0.604,0,7e1VoRlNumuEkXlITMHKLE,0,6,0.0863,-4.392,0,Me Gusta (with Cardi B & Myke Towers),85,0.082,110.075,
0.672,2020,0.136,['Marlon D'],0.324,294217,0.637,1,3ZF1LsZgVTmqZkvOjGEFZC,0,4,0.163,-8.247,0,I Hate You Love,0,0.305,77.204,
0.789,2020,0.354,['Marlon D'],0.81,203886,0.726,1,6cmdJgQhxxua4HnY3X4EeE,0,11,0.308,-3.533,0,Boogie Down Revolution,0,0.273,133.436,
0.413,2020,0.0743,['Marlon D'],0.657,273345,0.698,1,6rm60qK7rgLs0C1NSCvmH8,0,2,0.0324,-5.961,1,The Road Less Travelled,0,0.219,93.015,
0.8,2020,0.153,['Marlon D'],0.59,239543,0.862,1,0tcOeD4L7UIz9dVzVNnHq3,0,7,0.243,-6.743,1,Shadows of My Reflection,0,0.243,94.51,
0.638,2020,0.16,"['Joji', 'Lil Yachty']",0.656,156759,0.776,1,0f1G5SHFoFC9lO03gHCGVS,0.378,6,0.372,-6.184,1,Pretty Boy (feat. Lil Yachty),76,0.0672,156.049,
0.557,2020,0.0919,['Polo G'],0.807,176575,0.665,1,40j4RoqmLiivqzRObbQ4BF,0,5,0.0788,-5.249,0,I Know,73,0.276,164.964,
0.776,2020,0.703,"['Sleepy Hallow', 'Fousheé']",0.876,115200,0.479,1,4zTPYAf5scZdp0LnwPPeWK,0,4,0.102,-6.687,0,Deep End Freestyle,75,0.44,133.858,
0.645,2020,0.268,"['NLE Choppa', 'Roddy Ricch']",0.867,173288,0.744,1,1Z0cZI0UzNbP9L8MzzGxqf,0,2,0.0713,-5.171,1,Walk Em Down (feat. Roddy Ricch),74,0.227,84.005,
0.505,2020,0.0858,['Quinn XCII'],0.744,168987,0.556,0,07ZQLYn9x4x3L3vxStc1zr,0,8,0.1,-6.97,1,Stacy,73,0.0375,105.006,
0.174,2020,0.52,['Kidd G'],0.793,150890,0.512,0,3azaE9S4YBYOuKmZu2TZrV,0,8,0.125,-7.862,1,Dirt Road,70,0.0724,140.109,
0.418,2020,0.0096,['Flo Milli'],0.919,137362,0.609,1,52BJrldggFQyTiW8XrILhO,0,9,0.124,-5.059,1,In The Party,73,0.262,134.992,
0.349,2020,0.287,['Lil Tjay'],0.31,177528,0.722,1,1BPBcKcunC2olMIDEyQejT,0,7,0.345,-5.348,1,Move On,73,0.0813,86.693,
0.306,2020,0.224,"['Juice WRLD', 'The Weeknd']",0.694,196180,0.685,1,1EIsJed40cd7Bcv8SXVdqA,0,6,0.124,-6.535,0,Smile (with The Weeknd),76,0.133,158.831,
0.77,2020,0.32,['Twenty One Pilots'],0.754,220051,0.583,0,6xZ4Q2k2ompmDppyeESIY8,0.00015,4,0.144,-7.34,0,Level of Concern,77,0.0432,122.012,
0.62,2020,0.0613,"['Mulatto', 'Gucci Mane']",0.79,200135,0.61,1,3CwcGdFwFF3DfHGGppdI4X,0,9,0.243,-6.958,0,Muwop (feat. Gucci Mane),71,0.102,145.88,
0.805,2020,0.0429,['Granger Smith'],0.658,173827,0.672,0,7fv8w55N7T95xtX72TycwQ,0,3,0.126,-6.284,1,Hate You Like I Love You,71,0.0265,115.017,
0.0783,2020,0.953,['Joji'],0.582,240294,0.199,0,1MONUudxAjEk76FJvzGhuD,0.00852,10,0.135,-10.045,1,Like You Do,75,0.0321,66.454,
0.588,2020,0.226,"['Kid Cudi', 'Eminem']",0.88,264834,0.787,1,38iBrrbbXyWaSPkmuDNgjZ,0,8,0.12,-5.189,1,The Adventures of Moon Man & Slim Shady (with Eminem),74,0.118,113.018,
0.396,2020,0.0597,"['Dua Lipa', 'Angèle']",0.868,156911,0.693,0,3wJVBz7gvGTwTWVAxFa6ny,0.00399,6,0.106,-7.052,0,Fever,85,0.181,114.999,
0.642,2020,0.000192,"['Machine Gun Kelly', 'YUNGBLUD', 'The Used', 'Bert McCracken']",0.575,170074,0.959,1,0NZrY7Lc9g6V03hxRpfToV,0,1,0.0515,-2.469,0,body bag (feat. YUNGBLUD & Bert McCracken of The Used),74,0.108,110.973,
0.767,2020,0.125,['Sech'],0.805,184255,0.562,0,3ZG8N7aWw2meb6UrI5ZmnZ,4.96E-06,7,0.148,-3.117,0,Relación,85,0.105,172.094,
0.615,2020,0.176,"['Rauw Alejandro', 'Anuel AA']",0.823,231595,0.537,1,7r9ZhitdQBONTFOiJW5mr8,3.98E-06,8,0.123,-2.639,1,Reloj,86,0.209,175.946,
0.455,2020,0.517,"['A Boogie Wit da Hoodie', 'London On Da Track', 'Roddy Ricch', 'Gunna']",0.819,188563,0.654,1,733c1CWmIGymoQXdp7Us88,0,11,0.0996,-6.665,0,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",73,0.136,133.503,
0.356,2020,0.16,['King Von'],0.792,133933,0.687,1,3oD8cDM3m7cl3Zc38uxyK4,0,8,0.168,-7.506,1,Demon,71,0.25,140.008,
0.509,2020,0.00698,['Billy Currington'],0.599,180598,0.832,0,6uLhIbdIXQ4DGeOA8qFesw,0,6,0.0514,-5.631,0,Seaside,71,0.0348,99.981,
0.747,2020,0.375,"['2 Chainz', 'YoungBoy Never Broke Again']",0.68,203969,0.842,1,7oN7mBg1r39crVwTK5PrWt,0,10,0.105,-6.391,0,Save Me (feat. YoungBoy Never Broke Again),69,0.449,170.014,
0.529,2020,0.0611,"['Diplo', 'Jonas Brothers']",0.739,139810,0.717,0,6eXFl418w8hsxKcLgv1jwJ,0,1,0.206,-5.123,1,Lonely (with Jonas Brothers),78,0.0565,98.047,
0.596,2020,0.185,['Florida Georgia Line'],0.612,152373,0.842,0,1OTX8FOeKJt1v9mIxuF8sc,0,7,0.151,-3.547,1,Long Live,71,0.0372,129.973,
0.613,2020,0.0399,['Joji'],0.781,132215,0.613,0,5E7p95xh9Ul4vZp4LEoJwi,0.00713,4,0.0976,-5.582,0,Tick Tock,75,0.0524,80.53,
0.901,2020,0.181,"['T.I.', 'Lil Baby']",0.955,259958,0.587,1,5W3z7a1dBlERTBAye0murh,0,10,0.585,-5.894,0,Pardon (feat. Lil Baby),72,0.32,111.975,
0.319,2020,0.0129,"['Lil Uzi Vert', 'Chief Keef']",0.733,238816,0.567,1,0IpnZchq8ek2A6pGEP2Qb1,0,0,0.382,-6.718,1,Bean (Kobe) [feat. Chief Keef],72,0.319,75.491,
0.459,2020,0.146,"['Money Man', 'Lil Baby']",0.868,182857,0.638,1,0xUvi7wldroBzaZCengPa5,0.0565,2,0.0931,-7.746,1,24 (feat. Lil Baby),73,0.0736,126.03,
0.224,2020,0.63,['Ali Gatie'],0.605,193668,0.365,0,74D7JUfU6HYeMx4bZhsHnG,6.83E-06,7,0.0554,-11.144,1,What If I Told You That I Love You,74,0.111,84.628,
0.618,2020,0.281,"['Gunna', 'Roddy Ricch']",0.837,197000,0.586,1,5LHHKZOwV8XW4LJP2C64mw,0,11,0.134,-8.521,0,COOLER THAN A BITCH (feat. Roddy Ricch),73,0.0807,117.066,
0.377,2020,0.443,['MASN'],0.876,197217,0.312,1,56fkAaSu91c1E2k43wGPFC,0,7,0.247,-10.17,1,Psycho!,77,0.0521,114.973,
0.262,2020,0.183,['Joji'],0.738,207265,0.533,0,5SjtAe7xzUgHDtNTmt8zS7,0.000252,7,0.115,-7.617,1,MODUS,75,0.0492,132.008,
0.865,2020,0.18,"['Jack Harlow', 'jetsonmade']",0.899,125302,0.691,1,2aWVaW1p2kUc5yuKwBmRJi,0.000451,0,0.135,-7.554,1,I WANNA SEE SOME ASS (feat. jetsonmade),73,0.0497,107.951,
0.594,2020,0.0119,"['Thomas Rhett', 'Kane Brown', 'Ava Max']",0.548,164683,0.721,0,7k6tAZp4m93oswrPqSfBbc,0,8,0.216,-4.466,1,On Me (feat. Ava Max),75,0.0472,177.918,
0.35,2020,0.536,['Jhené Aiko'],0.572,181860,0.519,1,48KXAIruJ07kJVCWOGohMV,0,2,0.102,-7.092,0,P*$$Y Fairy (OTW),73,0.212,128.331,
0.414,2020,0.198,['Baby Keem'],0.77,156774,0.636,1,02iYJG3KLBJODa5JkQ4O6y,2.92E-06,10,0.115,-7.636,0,hooligan,73,0.0901,93.032,
0.611,2020,0.0641,['Princess Nokia'],0.893,132453,0.579,1,68UU9oaQtMDnh6PRlW842H,0.000121,9,0.215,-8.995,1,I Like Him,76,0.113,133.018,
0.764,2020,0.0547,"['Freddie Gibbs', 'Hit-Boy', 'Big Sean']",0.813,104912,0.557,1,4wmZtoif8SGm7PDqgKrEXr,0,10,0.128,-6.655,0,4 Thangs (feat. Big Sean & Hit-Boy),73,0.133,83.012,
0.43,2020,0.203,"['iann dior', 'Lil Baby']",0.816,226314,0.579,1,4iHSE5R1U8jf84tRn52xRt,0,1,0.127,-6.097,1,Prospect (ft. Lil Baby),73,0.0867,120.078,
0.573,2020,0.479,['Eslabon Armado'],0.461,245912,0.528,0,4tKEWCeBSeiSJVB9ZURgUz,1.11E-06,6,0.146,-8.49,1,Dame Tu Calor,71,0.0398,98.395,
0.317,2020,0.118,['Joseph Black'],0.734,159171,0.596,1,1Zv2jT7iZu98Feqpzhn0nd,0,6,0.107,-10.023,0,(i hope you) miss me,75,0.324,98.024,
0.545,2020,0.0383,['BLACKPINK'],0.805,161947,0.66,0,7qq0EOPW4RRlqdvMBmdd73,8.66E-05,4,0.189,-5.393,1,Crazy Over You,78,0.0762,114.951,
0.294,2020,0.104,"['Trevor Daniel', 'Selena Gomez']",0.612,186480,0.539,0,4P6IttK2PRBjyr3fm0pP7t,0,3,0.18,-5.071,1,Past Life (with Selena Gomez),79,0.0488,79.948,
0.66,2020,0.0409,['Nicki Minaj'],0.911,156882,0.637,1,75dLEqanQTupF3dtP9exT5,3.68E-05,8,0.238,-8.381,1,Yikes,73,0.447,149.996,
0.581,2020,0.133,"['Jeezy', 'Yo Gotti']",0.806,188560,0.718,1,7hUraNVQaAxbX6RbaGNPSB,0,2,0.398,-4.212,0,Back (feat. Yo Gotti),72,0.0879,98.523,
0.351,2020,0.106,['Lil Mosey'],0.853,170809,0.594,1,4YIC82vyZpWPc87MUK472B,0,0,0.0885,-6.682,1,Jumpin Out The Face,73,0.107,90.001,
0.746,2020,0.00962,['TOMORROW X TOGETHER'],0.71,209105,0.82,0,3ObPkJQAgjAhTwYvDhPrAW,0,3,0.0871,-4.362,0,Blue Hour,79,0.0836,112.005,
0.156,2020,0.00554,['The Kid LAROI'],0.606,174182,0.532,1,4YfNO7sdbAKlkGpIFDDPXU,0,4,0.292,-4.833,0,MAYBE,73,0.0777,89.079,
0.328,2020,0.0527,['Luke Combs'],0.598,186107,0.846,0,7IWV29mryrqtO0JVgnPtfv,0,6,0.113,-4.956,1,Cold As You,70,0.0355,144.04,
