valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo,emotion
0.285,2020,0.0681,['The Kid LAROI'],0.63,135227,0.707,1,75UvJXVZZKA6lMSupSf46d,0,5,0.284,-3.632,1,NEED YOU MOST (So Sick),68,0.0508,86.849,
0.44,2020,0.0655,['King Von'],0.942,120333,0.69,1,3PjSkZGM7rpNPymaesfZte,0,8,0.0633,-6.833,1,2 A.M.,65,0.316,129.866,
0.618,2020,0.131,"['Rauw Alejandro', 'Arcangel', 'Randy']",0.836,249344,0.711,1,4bEwaORm2IBfu3omjEna7I,0,4,0.401,-3.377,0,Soy Una Gargola,74,0.195,94.034,
0.198,2020,0.0219,['twocolors'],0.677,190488,0.766,0,51Of5p3lKZeOg6itfs4og4,6.81E-06,6,0.129,-6.896,1,Lovefool,84,0.0568,123.062,
0.191,2020,0.691,"['Trippie Redd', 'Myiah Lynnae']",0.462,176471,0.475,1,2pNvbWiUfMBd3tclWIZs3k,0.446,6,0.12,-7.934,0,Let It Out (feat. Myiah Lynnae),66,0.0745,135.943,
0.582,2020,0.0105,"['Nicky Jam', 'Myke Towers']",0.763,211130,0.621,0,68mrW6gXHgupgSiDHgaDi5,2.94E-06,11,0.106,-6.169,0,Polvo,74,0.066,82.042,
0.232,2020,0.0289,['Bring Me The Horizon'],0.589,291813,0.797,1,36xBFaVGjqm7le8CTHytUj,4.35E-06,9,0.383,-5.464,1,Parasite Eve,73,0.15,102.489,
0.66,2020,0.603,"['Camilo', 'Pablo Alborán']",0.483,188213,0.492,0,5EbtodsuLbxrFDH6j5avVS,0,0,0.323,-6.591,0,El Mismo Aire - con Pablo Alborán,84,0.295,144.511,
0.418,2020,0.00217,['King Von'],0.834,94947,0.47,1,2GoduKuMYSTvNR8gNPV1yN,1.25E-05,6,0.149,-7.583,1,Gleesh Place,65,0.507,161.083,
0.506,2020,0.00021,['Machine Gun Kelly'],0.533,205159,0.858,1,7FfCyM2CMWorArcWFtQ7ZX,0,2,0.148,-4.212,1,bloody valentine,68,0.0766,160.057,
0.169,2020,0.637,['Jonas Brothers'],0.359,206067,0.497,0,0viGbbEJ9xV6qNJsTaXruz,0,0,0.105,-6.244,1,I Need You Christmas,69,0.0288,99.186,
0.121,2020,0.982,['Frank Ocean'],0.35,202200,0.12,0,72794Eag03xdy7TO0KNuid,0.000289,3,0.103,-11.104,0,Cayendo (Side A - Acoustic),68,0.0393,68.995,
0.219,2020,0.482,['Giveon'],0.484,177446,0.405,0,2qvWsotNWTvRkwCksOnl92,0,6,0.144,-7.685,1,Still Your Best,67,0.0897,95.589,
0.787,2020,0.771,['Curtis Matheson'],0.612,258400,0.635,0,34Z45qcaJWlhzaJ3SRrVR6,0.141,7,0.108,-7.951,0,Turn This Train (2017),0,0.0311,101.941,
0.871,2020,0.543,['Curtis Matheson'],0.56,289733,0.732,0,39w1ZJuUIVK5A8xIN9OSL4,0.471,7,0.0901,-6.258,0,The One That Got Away (2017),0,0.0404,80.022,
0.773,2020,0.0471,['CDM Project'],0.708,209000,0.787,0,1jVVaYwnIuEtwGPBQ4Wy2x,0,11,0.337,-7.255,1,Play Hard,0,0.0607,129.977,
0.37,2020,0.0162,['Platinum Deluxe'],0.682,222000,0.556,0,2jBXpOdLcva300pkiVY2LY,1.98E-06,7,0.137,-8.111,0,Don't Wake Me Up,0,0.0462,127.981,
0.433,2020,0.0137,['Lakeside Revival'],0.562,265000,0.647,0,3VjTpDH0d6RIwufSfqi2YL,0,1,0.234,-8.168,1,Little Talks,0,0.0303,103.398,
0.692,2020,0.262,['Anotherworld el Bey'],0.654,212271,0.716,1,1bY5uwVuL3gYcmL7UXB5Yn,0,6,0.786,-5.955,0,No Loyalty,0,0.415,114.295,
0.217,2020,0.0313,['Anotherworld el Bey'],0.676,194717,0.684,1,3OupJXAhSOiMc0JQSWfpVL,0,10,0.169,-6.679,0,Da Realest,0,0.382,130.211,
0.622,2020,0.343,"['Hotboii', 'Lil Baby']",0.779,183541,0.631,1,43LKpvgZhQ7HwFYYKxqDki,0,8,0.126,-4.748,1,Don't Need Time - Remix,66,0.174,102.018,
0.784,2020,0.0604,"['Lady Gaga', 'BLACKPINK']",0.752,157707,0.87,0,6R6ZoHTypt5lt68MWbzZXv,1.12E-05,9,0.489,-3.812,0,Sour Candy (with BLACKPINK),76,0.0623,120.006,
0.182,2020,0.0804,"['Ty Dolla $ign', 'Jhené Aiko', 'Mustard']",0.771,148927,0.526,1,1psvnQxSDdIKTDM2Jm8QKt,0,1,0.663,-6.844,1,By Yourself (feat. Jhené Aiko & Mustard),69,0.0718,104.036,
0.222,2020,0.666,['J.I the Prince of N.Y'],0.583,170592,0.465,1,6WGsP4ChbCSu9kWLQcuRSy,1.92E-06,1,0.107,-11.196,1,Letter 2 U,67,0.272,90.812,
0.617,2020,0.0583,['Rod Wave'],0.714,170400,0.603,0,2AiAaDFpAMVVUNxiRsHKBw,0,4,0.0945,-10.219,1,All Week,29,0.0753,85.017,
0.815,2020,0.0128,"['Future', 'Drake', 'Young Thug']",0.718,189176,0.706,1,5fHrHoJKfCgBd35zwIBmUK,0,1,0.352,-5.709,1,D4L,68,0.06,170.004,
0.716,2020,0.325,['Lil Uzi Vert'],0.776,192705,0.752,1,2oHDJHNondITqbl8xZ9vPn,0,8,0.33,-4.711,0,Bigger Than Life,66,0.193,140.013,
0.787,2020,0.721,"['Jaden', 'Justin Bieber']",0.69,222717,0.541,0,24MWSatP5sTylISvJONhnB,4.64E-05,4,0.112,-9.259,1,Falling For You with Justin Bieber,70,0.042,130.024,
0.595,2020,0.00622,"['Blac Youngsta', 'Moneybagg Yo', 'Lil Baby']",0.71,188480,0.574,1,4IUmZGfMRIZZvvmakRvVng,0,1,0.0825,-8.557,1,I Met Tay Keith First (feat. Lil Baby & Moneybagg Yo),64,0.141,134.887,
0.538,2020,0.281,['22Gz'],0.83,190746,0.574,1,7rWLqeQJabrK7FbY8X0TyI,0,11,0.124,-6.892,1,"Suburban, Pt. 2",70,0.701,143.892,
0.624,2020,0.393,"['Masego', 'Don Toliver']",0.747,228453,0.494,0,2Ee9amLUslOwgoJWZEpSSD,0,3,0.0982,-7.957,0,Mystery Lady (feat. Don Toliver),71,0.141,76.006,
0.653,2020,0.623,"['Ty Dolla $ign', 'Anderson .Paak', 'Kanye West', 'Thundercat']",0.622,160853,0.639,0,4XPzNUDXrSRjpFbd8CcQVu,0,10,0.288,-6.536,0,"Track 6 (feat. Kanye West, Anderson .Paak & Thundercat)",67,0.143,149.997,
0.822,2020,2.07E-05,['AC/DC'],0.599,185133,0.787,0,6ZtrGCcn38kGImt2GPFbJB,5.27E-05,2,0.064,-4.708,1,Shot In The Dark,75,0.0338,114.065,
0.156,2020,0.314,"['J.I the Prince of N.Y', 'Lil Tjay']",0.73,218144,0.581,1,6YIHCgaDKTmyRH1yUXUKSE,0,1,0.141,-8.032,0,Hood Scars 2 (with Lil Tjay),68,0.44,123.441,
0.308,2020,0.00692,['Ruel'],0.55,193189,0.591,0,0GQqQ7dA7B4mcEktSZaOUp,0,1,0.11,-6.833,1,as long as you care,72,0.0377,78.68,
0.581,2020,0.131,"['CHASE B', 'Don Toliver', 'Gunna']",0.696,214286,0.672,1,7l28SBHS3zmKDVnOzG8BM7,0,6,0.368,-5.505,0,Cafeteria (feat. Gunna),68,0.0875,139.991,
0.67,2020,0.827,['Luke Combs'],0.552,219573,0.225,0,4UkVEMXCcbKJRHoeGhs3I8,0,0,0.111,-11.501,1,Better Together,65,0.0477,138.002,
0.575,2020,0.0814,"['Lil Nas X', 'Nas']",0.65,145222,0.637,1,7ikRId3U9AXd6tfF2fbItC,0.000607,9,0.51,-6.195,1,Rodeo - feat. Nas,70,0.0369,140.115,
0.819,2020,0.204,['Los Dos Carnales'],0.7,231839,0.813,0,2uAqlWmMNq1CJSezD2b2Fj,0,7,0.0608,-5.444,1,Te Vas a Arrepentir,70,0.0373,145.014,
0.529,2020,0.0512,"['Lil Mosey', 'Lunay']",0.83,194453,0.467,1,0EgkGFmAdFLkZVtbyGlQRe,0,6,0.0648,-7.204,0,Top Gone (with Lunay),70,0.0872,104.017,
0.211,2020,0.14,['Slimelife Shawty'],0.812,200798,0.413,1,5LRKPn8fgSZT5e4YHDWng3,0,1,0.106,-8.973,0,Don't Worry (Clappers),64,0.374,132.953,
0.591,2020,0.211,['Jelani Aryeh'],0.724,187415,0.48,0,4gwltSjdrzKtKz9dlk2Wja,0.0772,2,0.289,-7.537,1,Stella Brown,65,0.0342,125.007,
0.278,2020,0.0346,['Lil Uzi Vert'],0.879,198913,0.448,1,2fOlBMkWR7lXJfqp5VTbDG,0,7,0.224,-8.57,0,Futsal Shuffle 2020 - Bonus Track,67,0.222,136.985,
0.218,2020,0.0212,['Big Sean'],0.778,152263,0.727,1,46hDiH4YvAWXE04GskkIHS,0,1,0.101,-6.115,0,Why Would I Stop?,66,0.0837,119.972,
0.33,2020,0.207,['Lil Mosey'],0.797,162547,0.54,0,0gnisBMVPb0VjkTJ91HEe4,0,0,0.126,-8.111,1,Blueberry Faygo,2,0.0385,98.996,
0.55,2020,0.353,"['Kali Uchis', 'Jhay Cortez']",0.741,179564,0.341,0,6eKvp8MA5pIIDiksqdP3wO,0.00411,11,0.0764,-11.376,0,la luz(Fín),70,0.138,165.97,
0.224,2020,0.279,"['Myke Towers', 'Anuel AA', 'Natti Natasha']",0.764,259242,0.822,1,1kIWef5hc2uAqkNxOTakzP,8.44E-05,6,0.159,-3.259,0,Diosa - Remix,77,0.0489,105.003,
0.494,2020,0.0603,['H.E.R.'],0.477,225103,0.854,0,0CmQgwV3Bmzh9nZb9TNVEI,0,0,0.168,-5.884,1,Do To Me,68,0.138,144.841,
0.11,2020,0.429,"['Trippie Redd', 'Chris Brown']",0.42,143196,0.419,1,25wHU4b0ppWbo5xCJWdxLG,0,9,0.486,-9.189,0,Mood (feat. Chris Brown),66,0.0485,125.153,
0.804,2020,0.496,"['S1mba', 'DTG']",0.613,167917,0.624,1,4slSrbTK1sNK4I1mDYEthf,0,11,0.283,-6.66,0,Rover (feat. DTG),80,0.206,62.948,
0.203,2020,0.502,"['Teyana Taylor', 'Iman.']",0.583,215329,0.766,1,2KkNkv6ciB6bt2hvHtOrin,1.79E-06,11,0.159,-4.743,0,Wake Up Love,67,0.405,131.374,
0.395,2020,0.00585,"['NAV', 'Lil Keed']",0.969,171632,0.679,1,0za3xlvxHtNHgn8XZd3ZjC,0,11,0.13,-5.837,1,Trains (with Lil Keed),65,0.338,122.006,
0.375,2020,0.028,"['K CAMP', 'Jacquees']",0.633,231718,0.471,1,0te0mYcVMqRLc4vuDjZ0Yg,4.42E-06,1,0.166,-9.284,1,What's On Your Mind (feat. Jacquees),65,0.282,129.17,
0.362,2020,0.327,"['Pop Smoke', 'Lil Tjay', 'Summer Walker']",0.495,255460,0.63,1,5JYsU2yRoQ6utiLW7Owvjc,0,10,0.0951,-6.261,0,Mood Swings (feat. Lil Tjay & Summer Walker) - Remix,70,0.375,90.1,
0.405,2020,0.237,['Queen Naija'],0.496,176956,0.776,1,3Q0U0QJEGjA2rZPoGVVaWY,0,7,0.126,-5.088,0,Pack Lite,65,0.221,139.284,
0.456,2020,0.0323,['Dustystaytrue'],0.509,154802,0.614,1,1d6XDNrd6AjQiGHHVnTrfv,0,10,0.0723,-8.89,1,Never Change,72,0.358,173.934,
0.36,2020,0.121,"['Kygo', 'Zara Larsson', 'Tyga']",0.794,183067,0.728,0,3frUvGrmGcay91lvFbOgsN,8.82E-06,1,0.227,-6.759,1,Like It Is,76,0.114,105.024,
0.703,2020,0.0447,['Los Primos del Este'],0.651,209583,0.737,0,2O97frCXRrFLDV10UeCd9V,0,9,0.156,-7.416,1,Quiero Ser,64,0.0415,104.832,
0.351,2020,0.212,['Red Velvet - IRENE & SEULGI'],0.631,178413,0.748,0,6c1QaQHdDhtFMfUkhueuXK,0,4,0.537,-2.569,0,Monster,76,0.0488,115.665,
0.822,2020,2.07E-05,['AC/DC'],0.599,185133,0.787,0,0sfdiwck2xr4PteGOdyOfz,5.27E-05,2,0.064,-4.708,1,Shot In The Dark,71,0.0338,114.065,
0.468,2020,0.0749,['YoungBoy Never Broke Again'],0.633,185731,0.771,1,0I1rmnYvGPi34cuKthB0sh,0,5,0.127,-4.222,0,To My Lowest,64,0.144,81.317,
0.572,2020,0.315,['Kali Uchis'],0.785,161539,0.477,0,3SCU3BX167g0Pd5QWvd4QG,0.00133,7,0.141,-8.755,1,//aguardiente y limón %ᵕ‿‿ᵕ%,63,0.0633,121,
0.0742,2020,0.958,['Skye Baird'],0.168,171000,0.032,0,7iPyN8KKPycEdDIDvtvUdJ,0.823,7,0.128,-30.525,1,Just Because,67,0.0427,71.611,
0.729,2020,0.604,"['Anuel AA', 'KAROL G']",0.796,259891,0.815,0,5lRk8V5r03FhvjKB58VSHV,0.00751,11,0.135,-3.504,1,Secreto,65,0.11,92.041,
0.668,2020,0.0459,"['KSI', 'Craig David', 'Digital Farm Animals']",0.757,177501,0.813,0,50v2TSRV31bwpAPkjWejNL,0,10,0.0741,-4.661,1,Really Love (feat. Craig David & Digital Farm Animals),80,0.0438,121.034,
0.354,2020,0.258,"['Trippie Redd', 'Swae Lee']",0.4,180022,0.676,1,5mZb9Kbl0uWhIS6RW47IHC,2.27E-05,11,0.32,-7.118,0,TR666 (feat. Swae Lee),66,0.0927,170.148,
0.553,2020,0.112,['Kali Uchis'],0.653,160191,0.524,0,2uhGo14x2bQdnx8YBU9NGq,0,11,0.203,-9.016,0,telepatía,64,0.0502,83.97,
0.598,2020,0.471,"['Pop Smoke', 'A Boogie Wit da Hoodie']",0.484,161120,0.553,1,7iBKCNKl5UjxfOgyxnQ6q6,0,10,0.276,-7.914,0,Foreigner (feat. A Boogie Wit da Hoodie),69,0.353,103.772,
0.363,2020,0.0225,['The Kid LAROI'],0.662,124590,0.659,0,0jtsTHyFUH1p5sBC1J77NV,0,6,0.107,-4.642,1,SAME THING,67,0.155,135.95,
0.375,2020,0.813,"['Alicia Keys', 'Khalid']",0.399,235785,0.459,0,3X3TlieuOl8aWzw2HeigUo,0,7,0.11,-6.359,0,So Done (feat. Khalid),70,0.0938,82.528,
0.129,2020,0.00214,['Lil Peep'],0.583,112520,0.573,1,1oZX407PWkU5ETtmRy3zL8,0,2,0.152,-7.396,1,yesterday,71,0.0348,87.922,
0.585,2020,0.172,['Russ'],0.706,170323,0.792,1,4AxJjVQo66rNmbeJecdhra,0,10,0.106,-5.051,0,Congrats Freestyle,59,0.463,186.023,
0.261,2020,0.375,['Rauw Alejandro'],0.784,209540,0.587,1,13Tbv4nflNxg9kYBIbJnd9,0.00109,4,0.111,-3.572,0,Dile a El,70,0.0767,90.032,
0.667,2020,0.00554,['BANNERS'],0.518,219813,0.936,0,6cufDC8WB5AZNSL3ZH2mgV,0,2,0.258,-3.685,1,Someone To You,73,0.0447,75.002,
0.22,2020,0.107,"['YG', 'D3szn', 'Lil Wayne']",0.876,160144,0.475,1,5GzA5A7JD6ZIJSx8HC2PSR,0,2,0.148,-9.117,1,Blood Walk,68,0.334,107.952,
0.151,2020,0.566,"['Ruel', 'Cautious Clay']",0.438,238500,0.315,0,4jSE5cAaa5rwTyhDSXfwQN,0,2,0.606,-10.941,0,say it over (feat. Cautious Clay),70,0.044,156.031,
0.158,2020,0.864,['Phoebe Bridgers'],0.528,219682,0.273,0,5uQRmdIqyMmKPWJcot4UmV,0.00617,0,0.111,-16.623,1,Garden Song,67,0.132,98.311,
0.487,2020,0.148,"['Jimmie Allen', 'Noah Cyrus']",0.549,205827,0.883,0,7DnNU5rQLgy4KEYvFMrGgW,0,9,0.0609,-4.092,1,This is Us,66,0.0344,145.06,
0.35,2020,0.845,['Clinton Kane'],0.493,198799,0.461,0,1uviKYHZuM4uINK33F7sCt,0,2,0.115,-8.524,1,Fix It to Break It,69,0.0456,51.414,
0.215,2020,0.611,['Parker McCollum'],0.486,226438,0.443,0,13bXmY0acm51KkgEdhCm1n,2.46E-06,4,0.0981,-6.791,1,Like A Cowboy,63,0.034,125.159,
0.502,2020,0.0897,"['Russ', 'KXNG Crooked']",0.659,264413,0.878,1,2jeUX4OsipQqpeiBCWSnGR,0,2,0.0524,-4.879,1,Stockholm Syndrome (feat. KXNG Crooked),57,0.366,124.819,
0.59,2020,0.136,['Lee Brice'],0.575,192173,0.656,0,1ATvZTCBsBo7tL6YwHUc1m,0,7,0.117,-6.607,1,Don't Need No Reason,62,0.0362,121.052,
0.581,2020,0.0691,"['Arcangel', 'Myke Towers']",0.854,184133,0.715,1,4oO8HV1rGgXIGklt8HYjJR,0,11,0.0651,-5.618,0,Satisfacción,77,0.207,90.021,
0.724,2020,0.0266,"['Ty Dolla $ign', 'Kid Cudi']",0.624,153126,0.793,1,0SKbj3NTkGFS76OkFmAw0u,0,11,0.578,-5.711,0,Temptations (feat. Kid Cudi),67,0.0413,81.531,
0.0599,2020,0.033,['The Weeknd'],0.218,250053,0.652,1,6b5P51m8xx2XA6U7sdNZ5E,0.111,4,0.172,-7.953,0,Alone Again,70,0.0641,65.375,
0.393,2020,0.028,"['Eminem', 'Ed Sheeran']",0.794,177693,0.637,1,0VSzREd1OjEWJ9tXoFHRQH,0,4,0.0919,-6.29,0,Those Kinda Nights (feat. Ed Sheeran),71,0.339,103.868,
0.335,2020,0.0342,"['Machine Gun Kelly', 'Trippie Redd']",0.712,129142,0.624,1,5Vx0dXQM4yRn8jf87406Op,4.91E-05,9,0.0919,-6.911,1,all I know (feat. Trippie Redd),67,0.067,77.471,
0.0896,2020,0.974,['Zabawa'],0.3,309080,0.0177,0,36c2NifUp0GDnoOQT5unhR,0.00764,0,0.106,-27.293,1,Butterfly's Repose,67,0.0422,120.492,
0.374,2020,0.174,"['Trippie Redd', 'Yung LB']",0.652,204851,0.566,1,448NZbOggCHtUy5ThaMKJN,0,6,0.109,-6.73,0,So Stressed (feat. Yung LB),66,0.0862,133.941,
0.313,2020,0.499,"['Matt Maeson', 'Lana Del Rey']",0.59,186627,0.597,1,4A8pBxx0of2Y8r56dT0atf,0,0,0.175,-7.183,1,Hallucinogenics (feat. Lana Del Rey),70,0.0527,121.843,
0.477,2020,0.0704,"['Lil Yachty', 'Future', 'Mike WiLL Made-It']",0.887,178901,0.597,1,1sxGIhaxY8eF52e1TlShSP,0,6,0.178,-6.66,0,Pardon Me (Lil Yachty feat. Future & Mike WiLL Made-It),65,0.281,129.976,
0.51,2020,0.0155,"['Gryffin', 'John Martin']",0.458,218402,0.802,0,1TF8rXy87zrnpBlS9TLykA,0,1,0.0706,-3.914,1,Cry (with John Martin),70,0.0416,145.135,
0.21,2020,0.299,"['Tauren Wells', 'Jenn Johnson']",0.449,242401,0.67,0,2RuUAwOz2vyArTaiMQUL7j,0,7,0.0881,-6.409,0,Famous For (I Believe),65,0.0458,171.947,
0.34,2020,0.762,['girl in red'],0.415,194204,0.472,0,1P7tiVl5hgemZuH8oNyP6C,0.0741,2,0.111,-11.203,0,midnight love,70,0.0889,120.31,
0.213,2020,0.035,['King Von'],0.799,232613,0.508,1,4RDwiVYRTcxXTpdSYLNykr,0,1,0.138,-6.964,1,How it Go,65,0.0652,127.931,
0.396,2020,0.23,['The Neighbourhood'],0.617,208453,0.574,0,40iocOzytrqaRn5RbGPDNp,0.0105,6,0.0983,-9.768,1,Cherry Flavoured,69,0.0276,91.769,
0.219,2020,0.0562,"['Gunna', 'Lil Baby']",0.889,154667,0.507,1,02mYw61RoS1vXvkD9Q5dpN,0,2,0.116,-8.74,1,BLINDFOLD (feat. Lil Baby),66,0.162,111.994,
0.401,2020,0.697,['Thundercat'],0.648,181922,0.59,0,7eWGnKg4B44sbBPpQp4y2c,0.808,2,0.111,-9.664,1,Dragonball Durag,67,0.0942,81.045,
0.943,2020,0.364,"['Prince Royce', 'Myke Towers']",0.565,192698,0.781,0,5kQre7o8ky5DXeEPcyaCR1,0,10,0.0984,-3.358,0,Carita de Inocente (feat. Myke Towers) - Remix,79,0.061,129.959,
0.56,2020,0.464,"['Rauw Alejandro', 'Tainy']",0.79,216414,0.655,1,2wnhst8yHA4gKuojAgZedh,0.00165,1,0.0837,-3.376,1,Pensándote,67,0.0762,170.023,
0.14,2020,0.00346,"['Elevation Worship', 'Brandon Lake']",0.391,452499,0.769,0,0pNizrRmvu5S16fH6ccm0v,0,11,0.911,-6.356,1,Graves Into Gardens (Live),66,0.045,139.874,
0.812,2020,0.414,['Rico Nasty'],0.86,120964,0.717,1,3IBGU1NgiTjDsIJn2Jtdg4,0,1,0.0843,-5.542,0,OHFR?,66,0.48,158.019,
0.248,2020,0.18,"['Ty Dolla $ign', '6LACK', 'Musiq Soulchild', 'Tish Hyman']",0.533,319555,0.389,0,29zlMCUoFqwWMMTFwY7rTI,0,0,0.112,-9.175,1,"Your Turn (feat. Musiq Soulchild, Tish Hyman & 6LACK)",67,0.0542,145.894,
0.536,2020,0.483,"['BROCKHAMPTON', 'Dua Lipa']",0.661,222009,0.523,0,438wODjSTL2jgn1nePaNew,0,8,0.469,-5.902,1,SUGAR (Remix) [feat. Dua Lipa],69,0.0381,122.948,
0.405,2020,0.00839,['Migos'],0.814,178025,0.584,1,568OIKgeHyGRD3uWR44JbO,0,1,0.0646,-5.425,1,Racks 2 Skinny,67,0.0819,141.016,
0.968,2020,0.201,"['Cautious Clay', 'Remi Wolf', 'sophie meiers', 'Still Woozy', 'Claud', 'Melanie Faye', 'HXNS']",0.818,138000,0.623,0,6lIRYe72fn1pf7TNqfI0ul,0,9,0.112,-5.901,0,"Cheesin�?(with Cautious Clay, Remi Wolf, Still Woozy, Sophie Meiers, Claud, Melanie Faye, & HXNS)",63,0.043,120.104,
0.443,2020,0.627,['iann dior'],0.715,116364,0.639,1,5pBQDRgfbV6lhuwlvWEftN,0,9,0.0905,-6.947,1,Good Day,67,0.105,82.466,
0.429,2020,0.019,"['Kygo', 'Donna Summer']",0.681,199008,0.773,0,00ETaeHUQ6lops3oWU1Wrt,1.28E-06,5,0.11,-5.749,1,Hot Stuff,77,0.148,119.961,
0.33,2020,0.243,['Hunter Phelps'],0.597,203142,0.583,0,6jLDMzaH9pMs3JkMyS7BIj,0,9,0.331,-4.931,1,Silverado,64,0.0271,78.942,
0.363,2020,0.784,['Alec Benjamin'],0.653,177806,0.644,0,6lERHAmBCZmgODv3OYENXi,0.000202,7,0.161,-6.204,1,Must Have Been The Wind,70,0.0572,88.968,
0.491,2020,0.245,['Bryson Tiller'],0.758,214732,0.613,1,0LLsvPLHxlUk1x8r77H2b6,4.36E-05,9,0.111,-4.851,0,Things Change,67,0.37,145.756,
0.762,2020,0.674,['Los Dos Carnales'],0.599,198467,0.743,0,0G1D3gX48Y56yKMQB5Q1UJ,0,8,0.0672,-4.254,1,Al Estilo Rancheron,70,0.0879,106.085,
0.204,2020,0.000103,"['Bring Me The Horizon', 'YUNGBLUD']",0.462,220539,0.99,1,6MD6xpFK4cfquxRqXxqwjq,0,1,0.374,-3.175,0,Obey (with YUNGBLUD),72,0.211,137.061,
0.684,2020,0.43,['Kali Uchis'],0.779,222384,0.38,0,1Ap99oPYvI37kcFMBBTCUx,0.00307,0,0.368,-9.753,1,quiero sentirme bien,63,0.0361,130.016,
0.319,2020,0.0839,['keshi'],0.597,195093,0.496,0,2Q3QRjA8MjzqpFaIkFludb,0,5,0.117,-9.441,1,right here,71,0.077,160.05,
0.298,2020,0.0545,"['Lil Peep', 'Cold Hart']",0.589,155573,0.665,1,1IX9zu7Ciqf1k48IyPLruN,0,0,0.221,-7.105,1,big city blues,70,0.044,74.978,
0.53,2020,0.189,"['Louis The Child', 'Quinn XCII', 'Chelsea Cutler']",0.553,197453,0.636,1,52681Ivj8kgCi90Lu8B9fl,0,6,0.0779,-4.38,1,Little Things (with Quinn XCII & Chelsea Cutler),66,0.152,81.969,
0.403,2020,0.0878,['Meek Mill'],0.73,218103,0.772,1,3JBvJ9PwrYA1oeUzI3FMRI,0,5,0.401,-3.883,0,Otherside Of America,66,0.316,147.053,
0.174,2020,0.00047,['Riley Green'],0.435,197333,0.811,0,4QhFrBkJ3Rqx66Xs8xwH8o,0,2,0.163,-5.594,1,If It Wasn’t For Trucks,64,0.0357,152.041,
0.466,2020,0.0193,"['Rauw Alejandro', 'Zion & Lennox', 'Mr. Naisgai', 'The Martinez Brothers']",0.581,295082,0.791,1,7IZn95vTYrhHRbFmZsdD2A,0.0101,1,0.0765,-2.99,1,Química (feat. The Martinez Brothers),68,0.157,119.986,
0.287,2020,0.121,['YoungBoy Never Broke Again'],0.729,146094,0.6,1,1qNEYOlDVjTWoINqQ5lQMR,0,2,0.0989,-6.522,1,I'm Up,64,0.358,82.463,
0.962,2020,0.0564,['Niall Horan'],0.723,176283,0.726,0,5IUOU5xkzGHsRFOYNu3GSK,0.000126,1,0.057,-3.835,0,No Judgement,72,0.0472,100.051,
0.621,2020,0.208,"['Danna Paola', 'Sebastian Yatra']",0.598,180867,0.734,0,1GNSWpe2SB30zYGbNTD96b,0,10,0.272,-3.982,1,No Bailes Sola,83,0.116,179.885,
0.656,2020,0.0311,['Dua Lipa'],0.906,194607,0.474,0,6DXZiYUbrYgrVIhfX3U9Z2,5.52E-06,1,0.286,-6.124,1,Pretty Please,74,0.194,106.976,
0.475,2020,0.804,['Mac Miller'],0.682,287871,0.281,0,165cwz4wGlGz0uDBhxdKLY,0.359,5,0.106,-14.267,1,Right,68,0.126,82.954,
0.411,2020,0.454,"['MAX', 'SUGA']",0.746,172245,0.611,0,6sI8Q7TTJeA9exw6hxEqq3,0.000922,0,0.133,-7.034,0,Blueberry Eyes (feat. SUGA of BTS),74,0.101,149.967,
0.531,2020,0.44,['Glass Animals'],0.761,238805,0.525,0,3USxtqRwSYz57Ewm6wWRMp,6.70E-06,11,0.0921,-6.9,1,Heat Waves,69,0.0944,80.87,
0.522,2020,0.000896,['The Neighbourhood'],0.568,190227,0.891,0,5TUZhrb8UaaA76NhzZax2Z,0.000137,0,0.357,-5.786,1,Lost in Translation,69,0.0376,104.954,
0.718,2020,0.0204,"['Lil Mosey', 'Lil Baby']",0.741,156533,0.678,1,07twUUK8jWUCVsrSoEgbLW,0,1,0.0782,-5.835,1,Back At It (feat. Lil Baby),68,0.355,165.106,
0.347,2020,0.503,"['Phora', 'Jhené Aiko']",0.636,253202,0.418,0,4gKCKkQbtejYebL9Km5cu1,0,4,0.113,-10.536,1,Stars In The Sky (feat. Jhené Aiko),65,0.0316,96.132,
0.277,2020,0.0118,['Kali Uchis'],0.388,175539,0.594,0,2owqzsCmpkzFvFTPM9fCv9,0.000143,7,0.326,-8.014,1,vaya con dios,63,0.0317,69.367,
0.442,2020,0.352,['Jake Scott'],0.8,158469,0.41,0,2HnfqILzgKt1CepTlU4oqq,1.45E-06,10,0.107,-12.734,1,Like No One Does,67,0.236,104.941,
0.0769,2020,0.0204,"['ZHU', '24kGoldn']",0.746,173951,0.576,1,5QUbOFOkbDlt4ZY7bdL4Am,0.0811,11,0.0959,-4.796,0,I Admit It (feat. 24kGoldn),67,0.0345,123.036,
0.354,2020,0.00129,['Foo Fighters'],0.648,257434,0.864,0,0wGv595Z2XDF9ZFbrbQqqH,0.0296,7,0.0368,-4.136,1,Shame Shame,72,0.0335,122.014,
0.646,2020,0.00127,"['Jowell & Randy', 'Kiko el Crazy']",0.886,166971,0.605,1,7kGDAuP9P8mT2epyDwbdDj,0.0167,6,0.0767,-4.311,1,Se Acabó la Cuarentena,75,0.109,122.052,
